Você já fez compras de mercado online?,Você já desistiu de fazer uma compra online pelo aplicativo do BIG ou BIG Bompreço?,"Nessas ocasiões, o que fez você desistir da compra?",Você sentiu alguma dificuldade enquanto navegava pelo aplicativo? ,"Se sim, você sentiu dificuldade em qual parte do aplicativo?",Você tem algo a mais sobre a sua experiência para dividir conosco?,Submitted At,Token
TRUE,TRUE,Não validou o cartao,FALSE,,,10/15/2021 15:57:05,hdllkb44k0z2lhdzyo2rky5vt293ki7x
TRUE,TRUE,"Promoção divulgada não funcionou, Prazo de entrega muito demorado, Os preços que encontrei não foram atrativos",FALSE,,,10/15/2021 15:57:03,iqaef5wb7s1q715dgxiqaetzq6fcgfi7
FALSE,FALSE,,,,,10/15/2021 15:56:58,kdzzupy6ehgne0sbt55kdzzupl7n61eh
TRUE,TRUE,O aplicativo não disponibiliza parcelamento das compras,FALSE,,"Sugestão, que aumente a quantidade de itens.",10/15/2021 15:57:13,lljrv2accna93cilljroemecc1u4fayp
TRUE,FALSE,,,,A entrega é rápida.,10/15/2021 15:56:21,2m464uu60betnw3zwf2m464u6vzh6ut7
FALSE,FALSE,,,,,10/15/2021 15:56:30,e5hbn0rftjsqtthyzqwrse5hbnfru3n9
FALSE,FALSE,,,,"Sempre tem problemas com valor na hora de passar no caixa,na prateleira é um valor é no caixa é outro",10/15/2021 15:57:36,qcuxechiuk5wsbsjqcuxqsb0m6blwotv
FALSE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,Nao,10/15/2021 15:57:49,k889p8i94pj255a2zk889a03bpocxdkl
TRUE,FALSE,,,,,10/15/2021 15:56:36,0blgoipsj0f8i90blcs1sd36u6z3cs5o
TRUE,FALSE,,,,"Gostei do Big, sempre entregaram no prazo.",10/15/2021 15:57:37,5xwf2pc8ehpt97g5xwfafpozo5iw1ex7
TRUE,TRUE,Não encontrei exatamente o produto que procurava,FALSE,,"Efetuei uma compra,depois fui avisada que não tinham o produto",10/15/2021 15:59:08,6lhwb15udjl1uc7mxxsli6lhwb15uxuf
TRUE,FALSE,,,,Dividir o pagamento,10/15/2021 15:57:15,q79o77xdq5echuhq79o7qz394s7zv6dq
TRUE,TRUE,Prefiro comprar na loja fisica,TRUE,Listagem de produtos,Recomendo facilitar uso de big e vc nas compras nas lojas físicas,10/15/2021 16:07:01,g4cnrsukx3f3hvy3g5fg4cnrvgkz97wt
TRUE,FALSE,,,,Mais promoções,10/15/2021 15:57:25,h9x8o8jwnrhs5h9x83nv514lf0t3ezxm
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Não encontrei exatamente o produto que procurava",FALSE,,,10/15/2021 15:58:07,t4urrwsfnzx03cteskx04oot4urrws8i
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Os preços que encontrei não foram atrativos, Não consegui ver o desconto do item no carrinho, Promoção divulgada não funcionou",FALSE,,Gostaria que tivesse promoções mais atrativas,10/15/2021 15:58:14,8r94fx61mrawdich8r94f1cnwe1i3l00
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Prazo de entrega muito demorado",FALSE,,frete mais barato,10/15/2021 15:59:04,knxobhzis0ia1qilrevknxobhzrt0hpv
FALSE,TRUE,"Já era tarde, e eles não poderiam fazer a entrega no mesmo dia.",FALSE,,,10/15/2021 15:58:48,8m0ap4mrqn5r8m0activxpp36ocgrect
TRUE,FALSE,,,,Bem satisfeita,10/15/2021 15:57:55,co83e3svx5ougejb49co83csp3c83oah
FALSE,TRUE,"Não consegui navegar bem pelas categorias do aplicativo, Os preços que encontrei não foram atrativos",FALSE,,Produtos em ordem alfabética seria ótimo,10/15/2021 15:59:15,l61xm24k4nnaokl61xsnk91n5jhvb2td
TRUE,FALSE,,,,Gosto muito de comprar no Big!,10/15/2021 15:57:56,hlllxciu79xp9g232mrhlllxciuaf0le
FALSE,TRUE,O aplicativo não atende minha região,FALSE,,,10/15/2021 15:58:58,6xbmpv4iz07h6xbmpm7vs97o3n6z9nt8
TRUE,TRUE,"O aplicativo não disponibiliza parcelamento das compras, O aplicativo não possui o método de pagamento que eu gostaria",FALSE,,Somente melhorar a parte de pagamento para ter mais opções.,10/15/2021 15:58:55,elf1tc0wfhaztbof9vdelf1enje6japm
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,"Só elogios desde navegação, diversidade produtos, preços e entregadores . Única reclamação não ter opcao pagamento Pix.",10/15/2021 16:00:51,h0tepewbqlggyhqkljoh0tebnysxgfeu
FALSE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,,10/15/2021 15:59:08,7pz49tfkpzl7pz416ru2thf9i1aiushp
TRUE,FALSE,,,,,10/15/2021 15:58:31,x3v2cofflqsahhdw13x3v2jxf91xvdnh
TRUE,TRUE,"Prazo de entrega muito demorado, O aplicativo é muito lento, Críticas na internet sobre entregas não realizadas",TRUE,Página inicial,,10/15/2021 15:59:16,7xj3fn3sfwnwqyb0uvnr7xj3fyajc7f5
TRUE,TRUE,"O aplicativo não disponibiliza parcelamento das compras, Não consegui ver o desconto do item no carrinho, O aplicativo é muito lento",FALSE,,Trava muito e os cupins costumam não funcionar,10/15/2021 15:58:57,l3a4tqoix1qteqqpml3a4tkh987j99rm
TRUE,FALSE,,,,"A forma de entrega dos produtos poderia ser melhor apresentada; isto é, hoje as compras são entregues em sacos plásticos - numa caixa de papelão facilitaria a conferencia e a entrega",10/15/2021 16:00:24,krbi7qx1v7x8p69nwam7krboaxmmfo59
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,Mao,10/15/2021 15:58:33,kdnmy2v2tcecxzwnlqakdnmyzz3iazjw
FALSE,TRUE,Promoção divulgada não funcionou,TRUE,Login ou cadastro,,10/15/2021 15:59:18,kigkytfmi4g1j5nec1kigkysaiwbvwa0
TRUE,FALSE,,,,Ótimo atendimento e ótimas promoções,10/15/2021 15:58:57,le5ii4tv8e9hy2le5ixoqdkqwmklw4ux
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,"A princípio fiquei com receio, mas hoje gosto muito de usar o aplicativo única ressalva é em relação a quando não tem o produto,  acho que deveria mandar um similar ou avisar antes com as alternativas de reembolso ou produto similar",10/15/2021 16:00:42,e4naulupmw8lfmcfqm6e4nrze3x9qep0
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,Não,10/15/2021 15:59:43,5l1wxyqevre80tfbn5l1w9w0w16wpb0e
TRUE,FALSE,,,,Eu acho muito bom os descontos usados no app. Isso nos anima a comprar com vcs.,10/15/2021 16:00:09,py2jxfoisp4w3kbf16qvpy2jxfapejib
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho, Os preços que encontrei não foram atrativos, Não confio no aplicativo para inserir meus dados de pagamento, O aplicativo não disponibiliza parcelamento das compras, Não encontrei exatamente o produto que procurava, Prazo de entrega muito demorado, Não consegui navegar bem pelas categorias do aplicativo",TRUE,Tela de pagamento,CUPOM DE DESCONTO NAO FOI APLICADO CORRETAMENTE,10/15/2021 16:00:43,lznkliv22jm9uzk8opw2llznklivb370
TRUE,TRUE,Não encontrei exatamente o produto que procurava,TRUE,Listagem de produtos,,10/15/2021 15:59:25,x63nmhl32hhsbuzgehx63nmhl2d6pnzo
TRUE,TRUE,Prazo de entrega muito demorado,FALSE,,"O app nao avisa quais itens estavam indisponíveis na hora da compra, so aparece que o valor final foi alterado, poderia informar quais itens estavam indisponíveis",10/15/2021 16:00:26,7zmb9dj9rjxlc7zqayy8w3q2qtrlqayy
TRUE,FALSE,,,,A primeira compra que eu fiz faltaram alguns produtos que foram cobrados mas não foram entregues. Fiz a reclamação e ficaram de estornar o valor em até 2 faturas. Mas até agora nada!,10/15/2021 16:01:55,9uv6lxvsijpgetnkax29uv6lx8dlsn3w
TRUE,FALSE,,,,Não,10/15/2021 15:59:30,wgrem0pm73vy4wig276wgremuz129150
TRUE,FALSE,,,,Apenas 1 compra errada através do ifood,10/15/2021 15:59:34,6foax4edwwyy7hlmb7a1rt6foa5e7jzv
FALSE,TRUE,"Não confio no aplicativo para inserir meus dados de pagamento, Não consegui ver o desconto do item no carrinho, Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos, O aplicativo é muito lento, Não encontrei exatamente o produto que procurava, Prazo de entrega muito demorado",TRUE,Listagem de produtos,"O app deve ser de fácil uso, prático e bem mais rápido.",10/15/2021 16:03:19,vg0ggtpob8ia82ovg0ixu7gpdfejjtx3
FALSE,FALSE,,,,,10/15/2021 15:59:35,exm40y7h4olzexmrh8tc29u55w63yjyd
TRUE,FALSE,,,,Não,10/15/2021 15:59:53,ywjoh470f2bdyuezeywjohl0mcs5fyqc
TRUE,FALSE,,,,Cupom de desconto atrativo,10/15/2021 15:59:55,oxkgrcaxx9k8psoxkgr04mu26dspouhe
TRUE,FALSE,,,,Incrementar as ofertas e manter frete grátis,10/15/2021 16:01:01,vzutoezdc66ox9fufuvzuzafbuxo5cin
TRUE,FALSE,,,,Praticidade,10/15/2021 16:00:17,ming524clf2i6ptqimgm6ming52vocih
TRUE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,Carrinho,,10/15/2021 16:00:27,1lajyz92u21gwd1lajyz9wrkevjlfdf2
FALSE,TRUE,"Não encontrei exatamente o produto que procurava, Os preços que encontrei não foram atrativos",FALSE,,,10/15/2021 16:01:17,tadxncvjhl5h8ed1xxtadtcavy8hiyu0
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Prazo de entrega muito demorado",FALSE,,Há muitos produtos que tem na loja e não aparecem no app,10/15/2021 16:01:11,d32kwd5phea6udnsehtad32kw3jdzk0b
FALSE,FALSE,,,,Gostaria que os preços fossem os mesmo das ofertas dos folhetos,10/15/2021 16:00:51,abu8wd81265gbul24p4yabu8wd0wp6mq
TRUE,TRUE,Valor mínimo de compra é muito alto,TRUE,Listagem de produtos,Reclamação: faz um mês que estou esperando um reembolso e não obtive .,10/15/2021 16:02:01,y682kpchg973511yatry682kpvqvrqvx
FALSE,FALSE,,,,"Nunca fiz compras no LINE. Se pessoalmente encontramos várias falhas, imagino on LINE.",10/15/2021 16:02:00,r6d8rmf62wupygkzz8hair6d8r24hlan
FALSE,FALSE,,,,Nenhuma,10/15/2021 16:01:12,bxjqiwb4qj1w1wwiuyfjtbxjqmbsciyu
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, O aplicativo não disponibiliza parcelamento das compras",FALSE,,,10/15/2021 16:01:52,22p9jxkc5zqsmayuuoup22p9jxky3u0d
TRUE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,,10/15/2021 16:02:04,fa681ez57uu9h0dcyafa68stqoprs5vi
TRUE,FALSE,,,,Bom :) até hoje pra min tá bom!,10/15/2021 16:01:18,mgy4ipbn4fpkedlpyg0jmgy4ipbt1bqr
FALSE,FALSE,,,,Interessante notificar as ofertas,10/15/2021 16:01:33,iss323rwp353nu5vi0aiss3crerore1z
TRUE,TRUE,"Os preços que encontrei não foram atrativos, Promoção divulgada não funcionou",FALSE,,Bastante útil e prático!,10/15/2021 16:02:37,d4brgnn0wifgkqjgrd4brgng9l1sytiy
TRUE,TRUE,Não consegui navegar bem pelas categorias do aplicativo,TRUE,Listagem de produtos,Não,10/15/2021 16:03:01,t7425th9ogv3qpkt2j3mxet7425tn7yv
FALSE,TRUE,"Valor mínimo de compra é muito alto, Não consegui ver o desconto do item no carrinho, Não encontrei exatamente o produto que procurava, Promoção divulgada não funcionou, O aplicativo não disponibiliza parcelamento das compras",FALSE,,"Gosto muito da ideia do mercado onine e creio que estão no caminho certo, na minha opinião.",10/15/2021 16:02:54,y420uv6az3dii5owevcy42q88hd4yt9g
TRUE,TRUE,"O aplicativo não disponibiliza parcelamento das compras, Não encontrei exatamente o produto que procurava, Promoção divulgada não funcionou, Valor mínimo de compra é muito alto",FALSE,,,10/15/2021 16:02:18,x6wksakmdq9k2ya5t74px6wksakmf6m7
TRUE,TRUE,"Etapa de pagamento complicada ou longa, Os preços que encontrei não foram atrativos, O aplicativo é muito lento",FALSE,,,10/15/2021 16:01:51,e864i2ff30vb8xve864i89j602oe4x59
FALSE,FALSE,,,,Geralmente eu compro na loja física,10/15/2021 16:01:46,bp946oiv1nmqr77fcqnnwbp946aofcpw
FALSE,FALSE,,,,Tudo certo,10/15/2021 16:01:54,8ihesm5gy958swh08ihesmlrm5t1zg2v
TRUE,FALSE,,,,,10/15/2021 16:01:28,gif3us8f1ja2ky415ggif370pfmuk91k
TRUE,FALSE,,,,DIFERENÇA NO PREÇODA LOJA FISICA,10/15/2021 16:01:52,nmck1c7gxq1q16zts67ruvnmck1oihde
TRUE,TRUE,"Prazo de entrega muito demorado, O aplicativo não disponibiliza parcelamento das compras, O aplicativo é muito lento, Não consegui navegar bem pelas categorias do aplicativo",TRUE,Listagem de produtos,,10/15/2021 16:02:30,8vd67azwxqpow44ttjar8vd67azw3i07
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,"NA ATUAL SITUAÇÃO QUE VIVEMOS BUSCO MUITO AS OFERTAS E ALGUMAS SÃO BEM ATRATIVAS, INCLUSIVE COM A ENTREGA GRATIS",10/15/2021 16:04:29,g3ehd6q97zhsja2b6g3eh71i29fh4hfn
TRUE,TRUE,Prazo de entrega muito demorado,FALSE,,Agilizar na entrega e baixar o valor do frete,10/15/2021 16:02:15,th0324l93kmixqqeth03x9yp7m233dtt
TRUE,FALSE,,,,,10/15/2021 16:01:34,za92jwocv0ej0pwkza92jwj27ykm99ht
TRUE,TRUE,Limite de tempo da entrega havia encerrado.,FALSE,,,10/15/2021 16:02:22,s5xc34adxo8ils4r9ixnho4x4j5lo6b1
TRUE,TRUE,Pelo IFood o preço final ficou mais vantajoso,FALSE,,,10/15/2021 16:04:08,cc9uwwt74qy5h1cczuuilg6ez6imgqim
TRUE,TRUE,"Promoção divulgada não funcionou, O aplicativo não disponibiliza parcelamento das compras, O aplicativo não possui o método de pagamento que eu gostaria, Os preços que encontrei não foram atrativos",FALSE,,,10/15/2021 16:02:37,vrv9slwsb59f0ijkuvrv9sljbtnieyhi
FALSE,FALSE,,,,Não,10/15/2021 16:01:46,zu8bc2ysnf0b67l9dqzu8bzk6uuumav4
TRUE,FALSE,,,,Tudo tranquilo,10/15/2021 16:02:19,cqejm99bcyrdy29b4jcqejm925ygq371
TRUE,TRUE,Prazo de entrega muito demorado,FALSE,,quantidade de alguns produtos limitados..,10/15/2021 16:05:08,qqgqs34n6grkynpf0aqqgq2qefhynopb
TRUE,TRUE,O aplicativo não atende minha região,FALSE,,,10/15/2021 16:02:16,fivvrxg3kvldthkknnlcqfivvrxm86mv
TRUE,FALSE,,,,,10/15/2021 16:02:01,r4hhjjae0xj4gvedr4hhjj9pe28b9ew9
TRUE,FALSE,,,,Infelizmente nao tinhas alguns produtos que pedi e eram coisas básicas.,10/15/2021 16:02:27,6ywkymi15q0ah3gn36ywktunagzvbi6z
TRUE,FALSE,,,,Sempre fui bem atendida . O site é fácil e a entrega é rápida.,10/15/2021 16:03:47,77nziceddi20vvxont7177nzicezmgj9
TRUE,FALSE,,,,DIFERENÇA NO PREÇO DA LOJA FISICA,10/15/2021 16:02:35,t9ut38nhqno5iukc8lt98f2zcw4g2y0e
TRUE,TRUE,"Promoção divulgada não funcionou, O aplicativo não disponibiliza parcelamento das compras",FALSE,,Não limitar quantidade em alguns itens (ou limitar em maior quantidade),10/15/2021 16:03:45,2zqu9iy3qlvftc9nh12zqu9ihzftwnue
FALSE,TRUE,Promoção divulgada não funcionou,FALSE,,"Comprei um jogo de panela que estava com 15 de desconto no app na hora de passar no caixa pra validar a oferta ,não funcionou ,além disso não parcelaram , infelizmente . paguei pq gostei muito do jogo de panela",10/15/2021 16:04:05,z9e9pp4jjs6izmgff45yz9e9pa9ltvk7
TRUE,FALSE,,,,"Gosto dos preços, gosto das promoções na maioria das vezes são bem em conta. A sugestão q eu tenho, é o mercado aceitar ticket alimentação nas compras online. Ajudaria muito.",10/15/2021 16:04:05,dhcbmvrjkqma7ko2didhcbf91nu6wqy6
FALSE,TRUE,"Não consegui ver o desconto do item no carrinho, O aplicativo é muito lento, Não consegui navegar bem pelas categorias do aplicativo",TRUE,"Página inicial, Listagem de produtos, Login ou cadastro, Carrinho",O aplicativo deveria ser mais fácil. Pois tive dificuldade de acessar as promoções dentro do próprio Big não conseguindo comprar com desconto os produtos em promoção. Nem os funcionários conseguiram me ajudar.,10/15/2021 16:15:25,dp0fgic8lnnchrndp0fg5zw4j8nwkb7k
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,Que disponibilizem mais produtos e mais promoções,10/15/2021 16:03:53,63man3ecf9691w263maeoe6vhp25voyo
FALSE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,"Recebi informações de um amigo, quando baixei o app já não encontrei mais a promoção.",10/15/2021 16:03:58,7c9g38n6ru8qlw5mr7c9ul96yiz027er
TRUE,FALSE,,,,,10/15/2021 16:02:44,okgskbti71xug6hg4dokgskbt5xyfn30
TRUE,TRUE,"Não encontrei exatamente o produto que procurava, Os preços que encontrei não foram atrativos",FALSE,,Ainda fiz poucos compras pelo App Big( compro mais no clube extra) mas fiquei bem satisfeita! 😉,10/15/2021 16:06:57,yn0wmf1rqtv1ynua8vyn0wmbrx2jxg12
TRUE,FALSE,,,,Sugestão avisar o cliente quando faltar algum produto. Assim o cliente pode trocar por outro,10/15/2021 16:04:12,0m19492wl7x6yreg9hw60m19hk56n0m0
TRUE,FALSE,,,,,10/15/2021 16:03:03,1ssj2sc6vsvutpjhm1ssj2sc7sjtdgsv
FALSE,FALSE,,,,Aplicativo muito bom. Utilizo descontos.,10/15/2021 16:03:56,lgfd7imzcjjglgfzt6pr9x5vc5q48owz
TRUE,FALSE,,,,Gostei muito e a entrega bem rápida,10/15/2021 16:03:49,y5yeh24ont5d6j4y5yig15v3ewhgdwlz
TRUE,TRUE,Faltam itens que,FALSE,,Se não tiver o item tem que retirar do estoque porque a gente só fica sabendo que não tem quando recebe a compra,10/15/2021 16:07:21,k2jvczykiu7qk2n8e2ixnxj2rltg9s4o
TRUE,TRUE,"Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos",FALSE,,Colocar mais variação de produtos de acordo com a loja física.,10/15/2021 16:05:01,863jphjbak55smxe863jpkkd4dxyzt3c
TRUE,FALSE,,,,Não,10/15/2021 16:03:38,q6p9unbvlkad3qmm2q6p9qp3cis01fey
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,Foi a primeira vez que fiz compra pelo site. Facilitou muito,10/15/2021 16:04:46,owxur2a5bb0btlsxowxxwx4vf9fp8evv
TRUE,FALSE,,,,"Sugestão, os produtos que já foram ativados descontos ao iniciar novas ofertas já poderiam ficar ativados automaticamente. :-)",10/15/2021 16:07:39,iswkjo0p366pfz4ajr2kiswkjo0w009c
FALSE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,FALSE,,"Gostaria de saber por que o aplicativo não aceita cartão de debito ,este foi o motivo da desistencia da minha compra only",10/15/2021 16:10:28,06wfm7cnr77gxg2g6715wbdt06wfm7cn
FALSE,TRUE,O aplicativo é muito lento,TRUE,Login ou cadastro,Não,10/15/2021 16:05:07,q8cgy6tnmtyab3xw38v3q8cgys5kooze
TRUE,FALSE,,,,"Na compra de frutas e legumes não tive boa experiência, veio em mal estado.",10/15/2021 16:08:30,kp71b7hqcagpcfn3ytkp71b6bo4oxqyb
TRUE,TRUE,Valor mínimo de compra é muito alto,FALSE,,O app é muito bom e fácil de navegar.,10/15/2021 16:04:12,ecmdh0i62og2vir7ecmutw522dq79t5u
FALSE,TRUE,Valor mínimo de compra é muito alto,FALSE,,O Big precisa de mais variedade!,10/15/2021 16:05:14,khe51t48nxhmxv1skhe51toj7qnukefv
TRUE,FALSE,,,,,10/15/2021 16:04:36,4vpiqgj2mzhq74vpi7nfngfv077zdda8
FALSE,FALSE,,,,Excelente mercado,10/15/2021 16:05:18,znnb4foi8q1p03r1xi0090aznnb4foi8
FALSE,FALSE,,,,Por enquanto não,10/15/2021 16:04:55,rlc6bcl814btrrlckf2fgqbpehm8sebx
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,A parte de descontos deveria ficar embutida no próprio produto,10/15/2021 16:06:11,h3xs9d1ewm05bcr7uf6jch3xs9d1sqs8
FALSE,TRUE,O aplicativo não possui o método de pagamento que eu gostaria,TRUE,Página inicial,Não tenho.,10/15/2021 16:05:46,lqjk6s8fb2ugn05lqjkj4uxkmpdkyjsq
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,Oferecer mais cupons de desconto com percentual em torno de 30% igualando a concorrência por ex mercado americanas,10/15/2021 16:05:59,s3024yc45p8wq6fteowms3024yx0lv8j
TRUE,TRUE,"O aplicativo não disponibiliza parcelamento das compras, Não consegui ver o desconto do item no carrinho, O aplicativo não possui o método de pagamento que eu gostaria, Etapa de pagamento complicada ou longa",TRUE,"Carrinho, Tela de pagamento","Mas minhas 2 últimas compras, foram registrados produtos nas notas fiscais e os mesmos não foram entregues. Solicitei reembolso. Porém, a situação é muito desagradável.",10/15/2021 16:08:18,zowiu9uoy4v7mrss03m91zowiu9uovwo
TRUE,TRUE,"Valor mínimo de compra é muito alto, Os preços que encontrei não foram atrativos, O aplicativo não possui o método de pagamento que eu gostaria",FALSE,,,10/15/2021 16:06:57,3skbp0lw25zbazr3skbpea39905cv4bv
TRUE,TRUE,O preço final da compra ficou mais barato pedindo pelo Ifood,FALSE,,Não,10/15/2021 16:06:06,8ehxrs9726ijddgr8shq8ehxrskwju7h
TRUE,TRUE,"Prazo de entrega muito demorado, O aplicativo não disponibiliza parcelamento das compras",FALSE,,Poderia fornecer o nome e alguns dados do entregador pra q possamos saber quem tá trazendo nossas compras,10/15/2021 16:07:16,4350c0rilywyaza4w435057e6fqk8elf
TRUE,TRUE,"Promoção divulgada não funcionou, Não consegui ver o desconto do item no carrinho, Não entendi o preço total da compra",TRUE,Tela de pagamento,,10/15/2021 16:06:46,w5tzj7ss6ileli2mdemvnlw5tzjei1v8
FALSE,TRUE,"Não consegui ver o desconto do item no carrinho, O aplicativo não possui o método de pagamento que eu gostaria",FALSE,,"todas as vezes que fui ao mercado, sempre fui muito bem atendida.",10/15/2021 16:06:32,kluo96982upxj0cykluo964fykr513fp
FALSE,FALSE,,,,Sugiro que façam mais promoções,10/15/2021 16:06:49,l1axef3x2pmf6l1ax6epbzf172z78ucp
TRUE,TRUE,Promoção divulgada não funcionou,FALSE,,Big pelotas não cumpre com a oferta anunciada,10/15/2021 16:06:55,qmce06jt9e0hxxhuiur1yqmce06jcf2e
TRUE,TRUE,Os preços que encontrei não foram atrativos,FALSE,,,10/15/2021 16:06:45,fzdki5dkgm0xu5dcdk1cz3fzdki5h4ib
TRUE,TRUE,Não entendi o preço total da compra,FALSE,,Demora no reembolso e falta de função trocar produtos indisponível no momento de coleta de produtos pelo mercado,10/15/2021 16:07:38,lak0vnnjqsqcg2fcu0dlakhdhbvnu8pa
TRUE,TRUE,Não consegui ver o desconto do item no carrinho,TRUE,Listagem de produtos,,10/15/2021 16:08:12,ylh7lgjvsey55ylh7lyzcynxmiyj3xcs
TRUE,TRUE,Não consegui ver o desconto do item no carrinho,FALSE,,Usei pouco. Preciso conhecer melhor...,10/15/2021 16:08:06,abrcsvg17yr9ih2xrfgxaabrcsv0iz78
